code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,interest_bearing_debt,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow,value_lt_15
sh.605488,福莱新材,2021-05-13,C29橡胶和塑料制品业,https://www.fulai.com.cn,"301,868,020","9,871,084,544",32.7,69.57447,5.821613,8.01%,0.47,5.617,"335,008,235.62","461,809,401.36","1,277,492,096",13%,"121,861,177.97","254,810,884.81","92,784,684.98","-7,039,377.85","-699,612,442.95","445,986,150.91",0
sh.605500,森林包装,2020-12-22,C22造纸和纸制品业,https://www.forestpacking.com,"414,400,000","3,824,911,872",9.23,43.95238,1.4974042,1.83%,0.21,6.164,"239,083,972.67",,"1,041,994,496",14%,"192,890,751.2","139,871,168.0","82,112,718.46","83,611,470.38","-816,958,630.98","481,438,955.54",0
sh.605507,国邦医药,2021-08-02,C27医药制造业,https://www.gbgcn.com,"558,823,500","15,049,116,672",26.93,17.152866,1.7925848,10.79%,1.57,15.023,"1,909,316,981.52","175,134,263.89","958,114,496",25%,"780,577,499.03","587,645,874.09","215,051,819.93","706,410,855.85","-513,845,962.47","-386,493,994.42",0
sh.605555,德昌股份,2021-10-21,C38电气机械和器材制造业,https://www.dechang-motor.com,"484,069,040","8,137,200,640",16.81,30.017857,2.6960704,9.18%,0.56,6.235,"1,255,126,077.63","150,000,000.0","52,585,552",17%,"410,825,975.36","330,033,369.13","137,770,189.82","255,168,473.03","-188,153,208.04","-4,562,866.76",0
sh.605566,福莱蒽特,2021-10-25,C26化学原料和化学制品制造业,https://www.flariant.com,"133,340,000","3,608,180,224",27.08,117.65217,1.7959778,0.42%,0.23,15.067,"1,376,458,706.8","349,000,000.0","301,000,000",14%,"-2,183,917.07","107,862,267.49","41,613,242.46","174,180,840.56","-905,693,137.94","-70,649,645.02",
sh.605567,春雪食品,2021-10-13,C13农副食品加工业,https://www.springsnowfood.com,"200,000,000","2,165,999,872",10.83,54.149998,1.9690909,3.66%,0.2,5.5,"419,576,315.32","568,439,212.5","706,284,480",7%,"8,165,199.49","156,921,378.53","11,118,486.76","101,170,466.11","-128,683,812.49","20,743,829.24",0
sh.605577,龙版传媒,2021-08-24,R86新闻和出版业,https://www.hljcbgf.com,"444,444,445","5,626,666,496",12.66,21.457628,1.415474,6.66%,0.59,8.944,"2,237,596,169.16",,0,44%,"202,108,458.18","530,554,332.86","2,848,437.03","250,861,201.66","-1,931,765,126.73","-39,557,009.73",0
sh.605580,恒盛能源,2021-08-19,D44电力、热力生产和供应业,,"280,000,000","5,966,799,872",21.31,49.558136,6.183981,11.33%,0.43,3.446,"102,090,257.16","223,965,156.26","688,540,032",24%,"136,557,641.36","45,304,831.13","17,352,164.56","91,113,236.72","-49,453,301.92","-102,099,442.96",0
sh.605588,冠石科技,2021-08-12,C39计算机、通信和其他电子设备制造业,https://www.njkeystone.com,"73,275,481","3,942,220,800",53.82,,3.8596742,-4.40%,-0.96,13.939,"354,242,713.07","391,312,424.39","1,315,573,888",5%,"-70,289,205.93","107,087,777.33","50,858,079.39","186,617,083.75","-427,305,377.16","-89,045,800.87",
sh.605598,上海港湾,2021-09-17,E48土木工程建筑业,https://www.geoharbour.com,"243,016,809","11,161,762,816",45.93,164.03572,6.119105,3.16%,0.28,7.506,"558,802,898.09",,"11,562,946",30%,"90,671,508.82","241,519,614.81","40,583,901.6","-83,348,526.43","91,149,687.86","-58,215,603.56",0
sh.605599,菜百股份,2021-09-09,F52零售业,https://www.bjcaibai.com.cn,"777,777,800","17,601,110,016",22.63,21.759615,4.226746,20.65%,1.04,5.354,"1,491,641,123.67",,"165,557,984",9%,"725,623,986.11","831,850,587.27","8,364,189.17","381,243,785.44","-92,914,364.2","-640,652,275.16",0
sh.688001,华兴源创,2019-07-22,C35专用设备制造业,https://www.hyc.com,"444,489,843","13,370,254,336",30.09,,3.7784197,2.32%,-0.67,7.961,"515,756,464.83","277,011,575.43","1,242,149,760",42%,"-497,037,388.33","865,366,202.7","394,015,181.2","-88,192,237.72","-169,587,908.95","-101,245,800.62",
sh.688003,天准科技,2019-07-22,C35专用设备制造业,https://www.tztek.com,"194,320,500","11,562,070,016",59.5,92.96875,6.151142,4.13%,0.64,9.673,"498,710,129.82","97,065,351.39","785,494,272",41%,"124,540,177.46","495,411,063.14","250,554,894.48","-8,219,890.46","-111,761,972.78","280,874,240.46",0
sh.688004,博汇科技,2020-06-12,I65软件和信息技术服务业,https://www.bohui.com.cn,"80,088,000","1,725,095,552",21.54,,2.8727663,-3.77%,-0.22,7.498,"93,625,771.95","30,055,000.0","53,671,440",47%,"-38,472,544.41","123,973,306.75","54,214,883.32","12,989,446.88","-4,071,918.22","13,413,331.85",
sh.688006,杭可科技,2019-07-22,C35专用设备制造业,https://www.chr-group.net,"603,672,152","15,544,557,568",25.75,45.982143,2.8390298,7.41%,0.56,9.07,"3,071,813,662.9","7,460,020.44",0,31%,"326,336,354.34","505,000,755.42","257,146,092.32","169,270,578.29","-102,933,125.27","-227,471,998.14",0
sh.688007,光峰科技,2019-07-22,C39计算机、通信和其他电子设备制造业,https://www.appotronics.com,"459,615,635","6,273,753,600",13.65,,2.4150743,-10.29%,-0.33,5.652,"1,654,769,306.21","86,796,568.44","673,028,032",28%,"-5,884,389.32","577,810,471.24","247,712,822.82","87,220,645.17","235,313,663.36","-295,510,117.47",
sh.688010,福光股份,2019-07-22,C40仪器仪表制造业,https://www.forecam.com,"160,561,578","4,564,765,696",28.43,,2.690197,0.75%,-0.03,10.568,"291,475,073.6","472,325,737.5","764,922,112",24%,"7,991,385.62","130,951,913.87","64,280,552.59","59,043,952.65","111,700,942.74","-103,575,382.86",0
sh.688011,新光光电,2019-07-22,C39计算机、通信和其他电子设备制造业,https://www.xggdkj.com,"100,000,000","6,737,000,448",67.37,,6.2431655,-3.49%,-0.57,10.791,"119,957,849.54",,"894,997",32%,"-70,090,407.14","99,492,406.95","33,780,370.46","-6,568,015.83","-299,545,976.95","360,105.73",
sh.688013,天臣医疗,2020-09-28,C35专用设备制造业,https://www.touchstone.hk,"81,155,600","2,958,932,992",36.46,36.46,4.810661,14.24%,1.0,7.579,"64,125,887.58",,"23,354,984",58%,"51,894,845.59","110,850,293.75","35,991,857.36","53,408,971.7","-147,204,503.65","-53,657,155.04",0
sh.688015,交控科技,2019-07-22,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.bj-tct.com,"188,680,742","4,035,880,704",21.39,26.085365,1.5550709,7.11%,0.82,13.755,"1,352,510,389.05",,"14,414,314",35%,"203,004,051.14","583,111,385.37","302,048,370.87","443,413,994.26","-262,558,190.14","-105,558,814.58",1
sh.688016,心脉医疗,2019-07-22,C35专用设备制造业,https://www.endovastec.com,"123,262,117","12,900,614,144",104.66,33.544876,3.1981668,14.43%,3.12,32.725,"2,170,604,749.23","14,000,000.0","16,993,912",73%,"492,748,330.99","315,724,895.07","93,769,544.44","373,602,142.89","-733,137,924.14","-534,976,351.61",0
sh.688020,方邦股份,2019-07-22,C39计算机、通信和其他电子设备制造业,https://www.fbflex.com,"82,373,000","6,817,189,888",82.76,,4.903715,-6.10%,-0.97,16.877,"68,448,109.56","210,154,322.86","252,252,768",29%,"-85,492,818.8","125,570,118.17","61,916,416.68","-45,967,720.46","-194,446,650.54","10,253,650.2",
sh.688021,奥福科技,2019-11-06,C35专用设备制造业,https://www.sdaofu.com,"76,413,717","2,046,359,424",26.78,,2.3859587,1.63%,-0.23,11.224,"49,727,316.49","84,127,811.87","200,166,224",17%,"-48,190,760.36","59,627,192.77","21,905,735.07","102,498,063.97","38,918,330.07","-171,904,501.91",
sh.688022,瀚川智能,2019-07-22,C35专用设备制造业,https://www.htsm.com,"175,878,324","2,511,542,272",14.28,,3.5137794,5.34%,-4.24,4.064,"182,074,813.57","715,107,100.71","1,077,368,576",-6%,"-1,109,834,918.0","306,849,973.5","50,189,005.23","-188,948,309.31","108,106,258.31","131,141,408.25",
sh.688023,安恒信息,2019-11-05,I65软件和信息技术服务业,https://www.dbappsecurity.com,"101,784,479","4,837,816,320",47.53,,2.1333034,-2.42%,-0.57,22.28,"1,463,633,601.6","360,790,589.39","1,056,562,752",62%,"-58,009,578.41","1,209,145,063.96","439,196,544.99","352,501,072.87","-80,620,734.21","-528,829,799.39",
sh.688026,洁特生物,2020-01-22,C29橡胶和塑料制品业,https://www.jetbiofil.com,"140,364,345","2,290,746,112",16.32,30.792454,1.8155522,3.95%,0.53,8.989,"284,205,896.01",,"379,209,952",41%,"72,962,545.44","107,421,874.43","26,250,379.03","53,951,156.56","-261,735,190.85","-38,310,441.61",0
sh.688028,沃尔德,2019-07-22,C34通用设备制造业,https://www.worldiatools.com,"150,949,000","13,149,166,592",87.11,140.5,6.703863,4.82%,0.62,12.994,"264,734,658.2","40,474,515.28","93,759,848",46%,"98,128,367.06","179,426,874.39","51,061,652.2","224,014,954.78","-274,941,286.96","35,973,824.45",0
sh.688029,南微医学,2019-07-22,C35专用设备制造业,https://www.micro-tech.com.cn,"187,847,422","13,641,480,192",72.62,22.276075,3.336243,14.00%,3.26,21.767,"1,886,624,959.06",,"246,326,032",68%,"568,077,232.03","1,212,803,515.61","174,369,113.18","613,021,888.08","412,367,715.79","-357,481,298.67",0
sh.688030,山石网科,2019-09-30,I65软件和信息技术服务业,https://www.hillstonenet.com.cn,"180,235,808","2,726,967,808",15.13,,3.1819136,-21.69%,-0.72,4.755,"217,878,159.96","222,004,202.08","664,494,144",70%,"-138,018,087.55","788,877,036.85","359,754,957.44","-90,212,983.42","-90,050,235.34","57,043,164.24",
sh.688031,星环科技,2022-10-18,I65软件和信息技术服务业,https://www.transwarp.cn,"121,135,916","17,323,646,976",143.01,,19.367552,-24.65%,-2.03,7.384,"353,959,730.93","30,036,280.46","50,605,280",54%,"-245,170,170.5","448,115,138.91","204,060,538.6","-109,649,269.04","-53,706,398.17","-24,207,141.28",
sh.688032,禾迈股份,2021-12-20,C38电气机械和器材制造业,https://www.hoymiles.com,"124,073,545","17,490,647,040",140.97,440.53125,2.9712925,-2.63%,0.32,47.444,"4,109,106,786.23","158,006,936.11","1,097,807,744",42%,"343,442,754.48","557,491,106.5","266,114,530.11","66,893,879.57","-755,697,906.01","-8,684,599.19",0
sh.688033,天宜新材,2019-07-22,C30非金属矿物制品业,https://www.bjtysj.com,"562,198,596","4,739,334,144",8.43,,1.4358714,-62.33%,-2.28,5.871,"266,760,892.03","658,955,823.33","1,419,167,872",-43%,"-1,507,755,117.87","266,232,250.8","109,674,590.3","288,629,705.25","-601,579,100.45","-610,012,929.34",
sh.688035,德邦科技,2022-09-19,C39计算机、通信和其他电子设备制造业,https://www.darbond.com,"142,240,000","8,046,516,736",56.57,74.43421,3.439533,4.53%,0.76,16.447,"510,203,799.71","114,454,755.94","201,010,192",28%,"97,526,323.92","229,482,624.32","66,850,172.0","378,978,438.28","-179,992,014.32","-87,453,908.91",0
sh.688038,中科通达,2021-07-13,I65软件和信息技术服务业,https://www.citms.cn,"116,373,400","2,300,702,208",19.77,,3.8886704,-0.67%,-0.24,5.084,"75,906,054.37","145,519,064.85","191,714,912",23%,"-19,630,171.69","92,995,845.01","33,921,977.79","27,633,469.73","70,944,107.28","-98,840,226.29",
sh.688039,当虹科技,2019-12-11,I65软件和信息技术服务业,https://www.arcvideo.cn,"110,601,424","4,633,093,632",41.89,,4.2202296,-7.82%,-0.49,9.926,"128,591,786.11","94,761,554.79","245,016,832",41%,"-110,209,625.72","209,092,647.31","121,418,604.81","-2,648,580.9","-81,044,178.58","-70,812,984.27",
sh.688045,必易微,2022-05-26,I65软件和信息技术服务业,https://www.kiwiinst.com,"69,837,819","2,957,631,488",42.35,249.11763,2.0994446,0.40%,0.17,20.172,"845,872,859.46","14,250.0","192,755,472",30%,"5,350,421.11","207,887,395.13","154,077,967.23","64,254,485.48","-260,674,319.68","178,605,761.28",0
sh.688046,药康生物,2022-04-25,M73研究和试验发展,https://www.gempharmatech.com,"410,000,000","5,957,299,712",14.53,48.43333,2.706781,6.66%,0.3,5.368,"701,371,554.95","88,040,399.0","327,398,336",62%,"109,819,819.3","303,436,130.95","87,133,668.26","90,314,259.53","158,892,844.01","-108,944,763.94",0
sh.688049,炬芯科技,2021-11-29,C39计算机、通信和其他电子设备制造业,https://www.actionstech.com,"175,167,650","7,933,342,720",45.29,42.327103,4.0750403,10.60%,1.07,11.114,"1,214,232,500.84","108,182,683.45","83,461,784",48%,"106,582,933.82","258,405,338.54","215,123,925.46","154,157,199.28","82,025,274.3","-15,966,216.09",0
sh.688050,爱博医疗,2020-07-29,C35专用设备制造业,https://www.ebmedical.com,"193,403,175","10,082,107,392",52.13,27.728724,3.587256,9.41%,1.88,14.532,"363,898,478.56",,"639,213,952",66%,"387,083,548.73","466,386,407.08","107,198,444.18","347,754,061.87","-613,764,782.72","98,119,529.81",0
sh.688051,佳华科技,2020-03-20,I65软件和信息技术服务业,https://www.rockontrol.com,"77,334,000","2,366,420,480",30.6,,3.626022,-18.89%,-1.79,8.439,"80,346,375.99","70,498,662.86","90,706,880",19%,"-105,902,792.52","127,604,091.48","48,490,698.64","1,489,137.33","79,321,312.31","-55,448,195.7",
sh.688053,ST思科瑞,2022-07-08,M74专业技术服务业,https://www.cd-screen.cn,"100,000,000","3,695,000,064",36.95,,2.2640932,-1.18%,-0.22,16.32,"222,519,936.27",,"58,388,244",36%,"-24,812,684.32","82,513,494.35","24,322,315.53","35,416,321.9","-58,383,539.97","-62,812,946.1",
sh.688055,龙腾光电,2020-08-17,C39计算机、通信和其他电子设备制造业,https://www.ivo.com.cn,"3,333,333,400","13,400,000,512",4.02,,3.262987,-4.96%,-0.06,1.232,"141,783,946.97","790,935,838.88","1,387,539,840",7%,"-190,318,664.86","362,235,811.85","228,997,062.18","248,230,083.29","-1,694,916,166.39","-523,347,924.09",
sh.688056,莱伯泰科,2020-09-02,C40仪器仪表制造业,https://www.labtechus.com,"67,452,460","2,314,294,016",34.31,62.38182,2.8491945,4.86%,0.55,12.042,"288,549,367.12",,"2,042,422",46%,"39,148,080.18","144,748,057.79","51,269,288.18","55,152,898.88","-160,371,181.54","-74,542,227.81",0
sh.688057,金达莱,2020-11-11,N77生态保护和环境治理业,https://www.jdlhb.com,"276,000,000","3,312,000,000",12.0,31.578947,1.0499606,3.01%,0.38,11.429,"1,885,090,065.88","150,110,000.0","181,139,232",62%,"136,328,546.3","117,954,778.23","33,349,432.52","181,657,229.8","-250,116,493.46","2,526,060.68",1
sh.688058,宝兰德,2019-11-01,I65软件和信息技术服务业,https://www.bessystem.com,"75,836,544","2,116,597,888",27.91,,3.3053055,-14.03%,-1.25,8.444,"105,046,316.32",,"18,998,732",80%,"-59,178,728.81","260,543,293.44","88,413,345.81","-96,223,485.26","104,426,858.54","-124,408,980.96",
sh.688059,华锐精密,2021-02-08,C33金属制品业,https://www.huareal.com.cn,"99,986,768","11,054,536,704",110.56,57.583332,6.730792,13.52%,1.92,16.426,"136,493,044.09","259,600,610.5","698,837,504",39%,"106,959,100.94","114,461,715.19","50,752,704.95","117,659,877.69","-192,969,947.88","130,750,010.92",0
sh.688060,云涌科技,2020-07-10,I65软件和信息技术服务业,https://www.yytek.com,"60,190,728","2,576,163,072",42.8,,2.84461,-1.34%,-0.81,15.046,"33,570,798.63",,"3,021,030",29%,"-37,638,146.77","104,345,399.42","66,186,687.49","39,736,699.18","-60,644,535.45","-31,736,897.27",
sh.688061,灿瑞科技,2022-10-18,I65软件和信息技术服务业,https://www.orient-chip.com,"114,889,391","3,505,275,392",30.51,,1.4261009,-2.42%,-0.59,21.394,"578,892,803.94","1,911,823.52","79,070,352",25%,"-52,317,037.3","207,030,019.87","145,214,288.93","24,471,393.16","-35,310,882.02","-116,977,096.15",
sh.688062,迈威生物,2022-01-18,C27医药制造业,https://www.mabwell.com,"399,600,000","14,533,451,776",36.37,,19.081846,-77.57%,-2.43,1.906,"1,528,288,139.07","1,146,670,403.08","2,549,323,520",90%,"-972,257,776.24","1,449,285,078.06","976,960,824.37","-290,223,166.42","-199,314,981.43","791,924,849.94",
sh.688063,派能科技,2020-12-30,C38电气机械和器材制造业,https://www.pylontech.com.cn,"245,359,249","19,434,905,600",79.21,360.04544,2.0732887,0.92%,0.22,38.205,"3,538,770,877.24","55,005,277.79","794,304,448",29%,"38,322,291.06","518,470,913.81","345,139,370.31","704,667,444.46","347,523,091.34","-338,733,157.1",0
sh.688066,航天宏图,2019-07-22,I65软件和信息技术服务业,https://www.piesat.cn,"261,277,771","5,183,751,168",19.84,,10.127616,-111.31%,-5.88,1.959,"179,665,005.3","515,221,914.07","1,648,428,288",22%,"-1,394,088,788.15","670,273,385.0","311,648,411.72","-222,173,285.46","-131,226,128.39","-572,079,183.14",
sh.688067,爱威科技,2021-06-16,C27医药制造业,https://www.c-ave.com,"68,000,000","1,821,720,064",26.79,66.975,3.4769633,5.71%,0.4,7.705,"53,722,449.1",,"30,000,000",60%,"22,841,204.65","103,693,754.09","25,378,017.52","22,410,925.74","-34,822,265.53","-16,831,871.14",0
sh.688068,热景生物,2019-09-30,C27医药制造业,https://www.hotgen.com.cn,"92,707,940","12,249,500,672",132.13,,4.0022416,-7.01%,-2.91,33.014,"270,149,505.21",,"50,114,288",55%,"-195,938,654.35","404,792,503.12","113,311,176.16","-37,162,581.27","110,834,808.74","-79,480,838.7",
sh.688069,德林海,2020-07-22,N77生态保护和环境治理业,https://www.wxdlh.com,"113,000,000","3,235,190,016",28.63,,2.5107427,4.20%,-0.63,11.403,"266,747,289.97",,"33,124,720",22%,"-86,592,182.43","80,858,497.29","22,817,023.14","89,201,516.73","79,657,610.16","-118,359,995.45",
sh.688070,纵横股份,2021-02-10,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.jouav.com,"87,580,000","4,177,565,952",47.7,,6.938182,1.97%,-0.03,6.875,"191,008,525.18","86,719,061.88","126,887,936",42%,"-36,737,900.03","202,283,257.96","42,877,280.26","60,112,034.3","-44,552,312.05","-26,187,782.05",
sh.688071,华依科技,2021-07-29,C35专用设备制造业,https://www.w-ibeda.com,"84,789,724","2,605,588,224",30.73,,2.4609592,-5.60%,-0.55,12.487,"94,993,633.57","513,070,721.55","1,006,333,952",27%,"-45,753,489.03","126,460,172.09","49,904,427.38","46,372,265.31","-162,231,782.28","31,317,187.22",
sh.688073,毕得医药,2022-10-11,M73研究和试验发展,https://www.bidepharmatech.com,"90,882,948","4,992,200,704",54.93,31.38857,2.3632922,7.55%,1.75,23.243,"1,105,333,099.8","30,182,470.22","236,140,976",41%,"117,426,163.51","296,865,361.25","59,054,452.56","158,312,705.51","-158,477,659.93","-166,842,168.76",0
sh.688075,安旭生物,2021-11-18,C27医药制造业,https://www.diareagent.com,"127,082,805","4,684,272,128",36.86,38.8,0.9073454,1.42%,0.95,40.624,"467,922,697.94","280,000.0","6,292,383",39%,"192,236,967.64","203,139,731.2","101,079,334.64","75,093,227.27","166,831,240.77","-109,727,926.15",0
sh.688076,ST诺泰,2021-05-20,C27医药制造业,https://www.sinopep.com,"316,051,897","9,184,467,968",29.06,18.162498,2.9538522,11.24%,1.6,9.838,"571,391,578.32","1,043,811,421.49","2,583,765,248",68%,"399,818,448.38","574,581,939.64","227,445,085.48","400,116,077.88","-1,393,192,173.42","799,754,597.12",0
sh.688077,大地熊,2020-07-22,C30非金属矿物制品业,https://www.earth-panda.com,"114,478,504","3,296,980,736",28.8,70.243904,2.928615,5.17%,0.41,9.834,"196,550,290.22","593,189,618.2","964,094,720",16%,"27,561,758.8","143,733,062.67","76,277,953.59","117,206,273.54","-193,718,214.04","32,596,985.18",0
sh.688078,龙软科技,2019-12-30,I65软件和信息技术服务业,https://www.longruan.com,"72,893,000","1,757,450,240",24.11,,2.4477158,-7.45%,-0.4,9.85,"83,176,340.63","5,004,388.89","11,500,000",51%,"34,128,996.67","107,068,736.77","52,105,801.99","21,860,755.39","-23,681,163.25","-14,370,749.53",0
sh.688079,美迪凯,2021-03-02,C39计算机、通信和其他电子设备制造业,https://www.chinamdk.com,"411,381,979","5,335,624,192",12.97,,3.86472,-11.32%,-0.31,3.356,"142,333,629.28","213,935,738.87","1,492,361,344",19%,"-106,667,054.41","155,944,130.32","107,716,885.02","76,727,055.22","-829,725,376.4","717,674,367.07",
